Date,DownstateNY_Bench,NorthNJ_Bench,UpstateNY_Bench,NY_Bench,NJ_Bench,PR_Bench,VI_Bench,NYC_Bench,LongIsland_Bench,PtnmRcklndWstchtr_Bench,Poughkeepsie_Bench,Kingston_Bench,BrgnHdsnPassc_Bench,NewBrunswick_Bench,Newark_Bench,Albany_Bench,Binghamton_Bench,Buffalo_Bench,Elmira_Bench,GlensFalls_Bench,Ithaca_Bench,Rochester_Bench,Syracuse_Bench,Utica_Bench,Watertown_Bench
03/31/2001,5861301.8234,2969375.2663,2284210.0827,8659510.11,4008968.8091,1015264.7495,44332.662433,3762031.9037,1228804.3278,557068.34616,249602.52058,63794.725112,934586.83147,1019562.6735,1015225.7613,438477.07296,120312.73179,553334.40495,43393.608501,52594.866428,51222.52706,529259.08746,322339.05337,134576.93227,38699.797883
04/30/2001,5837219.8088,2975710.0412,2277874.4151,8625515.1554,4015856.1333,1013693.8915,44310.986739,3745416.8231,1221547.455,556265.97112,250249.99156,63739.568007,938304.00495,1020120.4977,1017285.5385,437765.84334,120409.3955,547696.14216,43219.766227,52954.070768,51633.347949,527744.11163,323559.24901,133958.25544,38934.233091
05/31/2001,5829022.3303,2975766.8222,2279473.1542,8620535.1885,4017032.0035,1012651.7917,44635.725014,3731088.7402,1226152.3426,557349.79839,250579.12317,63852.325963,936254.53458,1020968.5922,1018543.6954,438203.62003,119490.9437,550515.64029,42852.434272,53187.996806,52234.488184,526821.52908,323300.5435,133870.272,38995.686362
06/30/2001,5825857.5719,2978775.4711,2281664.7838,8619195.8464,4019602.0304,1011480.1571,45250.405368,3725624.9796,1227579.6888,557054.35607,251681.0251,63917.522309,935915.01673,1023847.4453,1019013.0091,438699.28157,118729.23357,551156.18778,43006.43319,53446.884359,52847.306749,527875.28958,323403.97133,133235.18652,39265.009177
07/31/2001,5826172.0276,2968671.819,2269185.0701,8572599.417,4002011.8811,1008367.6432,44484.072293,3732907.1993,1226186.53,552504.81078,250682.17912,63891.308463,932342.23205,1018085.0868,1018244.5002,438195.05035,118104.61258,546825.20431,42757.948935,53301.581676,52555.001094,523656.5679,321451.21964,132738.67975,39599.20389
08/31/2001,5826169.9155,2963085.2862,2262106.5306,8556600.7621,4004379.886,1005740.3777,44178.57826,3731286.1707,1226540.433,553956.66486,250604.68842,63781.958514,928779.37684,1016771.0035,1017534.9058,439024.13521,117482.58075,545839.73818,42627.104398,53302.717836,52838.18236,522055.4303,317260.57424,132158.35095,39517.716329
09/30/2001,5774802.6757,2955954.2293,2253997.4134,8542351.2418,4002269.8194,1004015.2031,44182.012168,3691971.0532,1216998.8022,552947.90913,249099.27749,63785.63367,924513.28432,1015704.5604,1015736.3846,436166.93343,117143.23979,543540.86588,42490.844191,52772.291192,51905.392402,521853.19126,316514.6207,132237.32096,39372.713635
10/31/2001,5707068.5229,2949373.2964,2249753.2334,8459963.927,4004855.6292,1000588.0289,43484.635594,3622970.1572,1219079.5033,551875.52353,249438.52017,63704.818621,920985.37946,1013194.9092,1015193.0077,435574.22291,116737.54126,542385.50262,41835.866098,52670.057416,51175.80288,519586.81587,317947.32687,132549.94164,39290.15584
11/30/2001,5711877.1527,2946403.2314,2248513.9339,8460277.8654,4001438.9534,1000025.3672,43299.26305,3626851.4398,1219291.6184,552694.33128,249308.93874,63730.824521,920647.3459,1011285.2437,1014470.6417,436307.30291,116317.6741,541547.23699,41729.094287,52488.768276,51336.806625,519739.61934,317543.14629,132381.48672,39122.798311
12/31/2001,5703571.0903,2939286.7262,2242518.537,8446556.8091,4001038.6833,1000169.2531,43301.456977,3615931.3942,1221362.4754,552695.54755,250045.62081,63536.052375,917346.65823,1007924.1381,1014015.9299,435659.87523,115357.67101,539568.32783,41704.939271,52775.429764,51471.009091,517326.72652,316998.76238,132641.26013,39014.535785
01/31/2002,5700570.4104,2944300.5533,2245297.4574,8445239.6922,4015069.656,1005994.9502,43341.996731,3609828.7257,1221416.5461,554999.1864,250577.70124,63748.250856,915002.89534,1014507.8067,1014789.8513,433628.83621,116485.41894,545762.0111,41645.880917,52341.264759,52661.023372,514105.49052,317300.99312,132468.79062,38897.747864
02/28/2002,5703773.2456,2946557.4249,2242591.5985,8450653.6637,4019496.8342,1005423.9073,43712.802192,3613691.0907,1221943.2226,554891.67379,249517.33768,63729.920905,912803.3781,1015733.6948,1018020.352,435478.76113,115968.80321,544760.58683,41547.35473,52566.098912,51475.684192,513196.32974,316240.57119,132278.51372,39078.894851
03/31/2002,5700825.2064,2944597.4293,2242601.6016,8446696.1494,4019099.6216,1002227.9149,43558.37315,3609268.0252,1222610.3025,554746.54292,250700.58394,63499.751812,911207.47712,1015751.6288,1017638.3234,436716.66136,116315.27928,544331.26222,41397.304634,52466.73165,51616.877144,512430.14979,316497.45662,132248.40053,38581.478383
04/30/2002,5700563.8401,2939123.5907,2240930.8776,8449692.4444,4002971.3704,1003225.9994,43698.897554,3608694.4664,1223187.1912,555225.87595,249573.61678,63882.689715,906143.58286,1014211.6298,1018768.3781,437641.93065,115147.71522,544097.001,41182.014915,52232.12736,51724.98139,512452.61117,315330.6456,131815.54737,39306.302968
05/31/2002,5699677.9184,2937701.1289,2238961.116,8447948.8353,3994694.617,1003835.8913,43526.708238,3609940.9479,1221890.2377,555158.19188,249115.3026,63573.23819,905998.84934,1013492.1891,1018210.0905,435915.80271,115172.10927,544997.25773,41277.184507,52381.3602,51559.877927,511846.41891,315057.32662,131459.43206,39294.346101
06/30/2002,5695305.6504,2928564.3714,2238648.1489,8445693.728,3984766.7716,1003102.1527,43186.822595,3605149.5674,1220422.9934,555047.7272,250644.12604,64041.236344,903509.74622,1012547.0978,1012507.5274,435979.92742,114716.11272,545903.36897,40845.693439,52169.333242,51388.877012,511174.72039,315653.36325,131508.87461,39307.877864
07/31/2002,5687905.7069,2925850.8457,2240144.8101,8451139.0821,3972805.0031,1005177.8634,42773.739366,3600233.1239,1219427.5374,552527.12818,251378.03483,64339.882542,901948.12129,1008729.2014,1015173.523,435250.50087,114836.42445,546699.68678,41017.972064,52583.374117,51726.782484,511321.84224,315632.44541,131643.00021,39432.781429
08/31/2002,5693848.5183,2929302.4825,2244608.9046,8455624.5205,3979816.0659,1004607.0118,42032.84232,3603956.3405,1219397.7676,553783.93669,252114.00396,64596.469489,903875.27242,1009482.4271,1015944.783,435968.7806,115122.93346,547498.83663,41160.024693,52682.320109,52121.792653,511617.38572,316961.03774,131818.57165,39657.22137
09/30/2002,5688032.5982,2929510.1933,2241762.6206,8441531.4195,3977693.34,1005850.9666,42385.888207,3592048.3026,1222338.3792,555868.33432,252978.88966,64798.692436,904024.33336,1008222.3547,1017263.5053,437317.79461,114441.52851,544872.62969,40891.0437,53105.956016,52368.182954,510084.39202,317235.99156,131977.02314,39468.078345
10/31/2002,5694621.5099,2929573.5515,2240572.0986,8446121.0515,3974553.2104,1005723.1668,42400.450573,3597505.5685,1222902.6862,556534.6977,252763.71537,64914.842151,906933.52015,1005156.1766,1017483.8548,436443.36304,114233.80403,545300.49806,40919.593811,52350.335354,52597.490302,510283.02163,316578.87331,132369.07034,39496.04869
11/30/2002,5698829.3391,2933866.6371,2238509.5289,8447558.8711,3980860.3546,1004281.8172,42599.106152,3602257.2613,1223453.1937,555609.37304,252863.61057,64645.900523,908151.57545,1006086.416,1019628.6457,435609.44493,114008.73099,544174.10906,40996.60082,53164.898844,52814.748912,510358.66223,316535.31804,131191.85307,39655.161958
12/31/2002,5692984.8343,2930126.635,2237621.9112,8442503.0477,3980229.6523,1008945.8435,42187.359686,3596435.8709,1222850.7011,556131.05396,252490.89546,65076.312825,907931.14469,1005478.0563,1016717.434,434974.40798,113951.85049,544472.71373,40999.800754,53069.105169,52889.170641,509937.13804,316212.27972,131599.34925,39516.095418
01/31/2003,5679570.7727,2948281.4456,2236809.5426,8427477.992,3987731.3574,1012455.9792,41864.336633,3581899.5613,1226924.3347,554296.66947,251968.30301,64481.904286,916430.50687,1004226.887,1027624.0517,434334.96541,113209.23637,544460.59099,40736.629861,53647.310789,52670.439672,509913.39896,316545.11022,131608.97856,39682.881775
02/28/2003,5674121.1431,2936388.884,2234160.8047,8419890.839,3974585.8838,1015471.7684,41386.969273,3575418.7681,1226464.2689,554799.46047,252436.80678,65001.838934,913328.27909,1000198.1193,1022862.4856,434948.03054,112918.55767,542945.55044,40650.10316,53874.904686,52823.968663,508676.58131,316213.43619,131457.93997,39651.732105
03/31/2003,5663120.3421,2931449.1064,2232318.4072,8407506.1485,3969891.9547,1020239.2995,41712.757778,3563411.6033,1227198.4849,555624.57813,251776.76967,65108.906175,912384.20397,997134.95136,1021929.951,433666.21875,112579.81842,543438.59434,40612.858585,53784.482956,52728.275953,508592.64385,315744.33868,131469.72908,39701.446535
04/30/2003,5655649.1636,2934677.4126,2228240.9032,8395842.1757,3975526.0291,1018877.4191,41502.103523,3557986.5615,1226999.8946,554229.20907,251761.104,64672.394497,910429.95497,1002742.3675,1021505.0902,433833.76337,112794.88494,543062.70914,40547.167181,53877.166674,52821.342573,505479.2607,314630.32626,131547.0634,39647.218922
05/31/2003,5650903.9724,2934745.6572,2229623.4394,8392197.0636,3978376.5847,1019556.7974,41443.408372,3552545.6814,1227261.4488,554817.00133,251377.38233,64902.458534,909565.63155,1002589.4808,1022590.5448,434220.05351,112458.86919,541545.60949,40393.03536,54059.613127,52830.943819,508043.62546,314709.88761,131660.19037,39701.611499
06/30/2003,5646713.9062,2927703.681,2228874.4647,8388146.7703,3970600.19,1019878.1336,41599.837071,3547097.6339,1226953.9164,555579.51428,252500.67365,64582.167949,905674.09643,1001746.9185,1020282.666,433715.8606,112370.05067,542857.17714,40490.982994,53327.950468,53022.163242,507475.56613,314410.3942,131845.22688,39359.092401
07/31/2003,5639670.5191,2945899.2437,2229278.173,8379142.7705,3989054.7693,1021588.2802,41655.42518,3539695.7976,1228886.3507,556254.39292,251076.51105,63757.466822,912961.17394,1006662.1006,1026275.9691,434661.3065,112245.62693,541943.89936,40100.890489,54302.105633,53077.506761,508225.84048,313979.04169,131270.41939,39471.535792
08/31/2003,5638587.3615,2945529.3706,2230612.3274,8379012.3468,3990157.3505,1025966.78,41894.89789,3538145.5759,1228436.0991,556731.01602,251193.36962,64081.300875,911858.58542,1006633.7176,1027037.0676,435549.51867,112117.42145,541268.33525,40308.907819,54352.894123,53101.066094,508540.05878,314545.93192,131377.45913,39450.734127
09/30/2003,5647732.6771,2947350.6852,2231308.426,8392397.9165,3990683.1734,1028903.9141,42106.498955,3546180.8833,1230198.2571,557032.19812,250807.31933,63514.019295,912428.265,1006198.6753,1028723.7449,435385.20718,112383.89712,543140.18469,39820.80486,54124.686447,53255.74607,508659.39245,314185.24702,131059.35238,39293.907818
10/31/2003,5660586.4115,2952272.1079,2228818.9973,8398030.3435,3994964.1434,1032677.0033,42326.104893,3553924.4153,1233372.5815,557822.41045,251632.11916,63834.885188,911007.43655,1010881.1014,1030383.5699,435845.76677,111917.56656,541935.60203,39081.549653,54316.629547,53331.314836,508223.92714,314637.6326,130218.82939,39310.178794
11/30/2003,5666434.9677,2949050.4807,2230243.4061,8405325.283,3989907.1167,1033329.3884,42286.414216,3558108.4623,1234543.3736,558418.92586,251603.0642,63761.14176,908919.35553,1010546.2284,1029584.8968,436522.35808,111779.99849,543994.52458,39059.256231,54306.018331,53331.496561,506877.04629,314683.72177,130527.91799,39161.06777
12/31/2003,5663256.5492,2945639.4478,2230631.4239,8402142.5199,3989100.9515,1038596.3851,42451.130031,3557120.8871,1233345.3499,557231.64552,251840.75863,63717.907983,907294.06637,1009771.4393,1028573.9421,436542.69974,111850.35553,543606.44112,39014.085846,54399.54329,53332.544595,508237.28061,314285.05822,130079.31891,39284.096066
01/31/2004,5660961.1692,2939530.4913,2231449.2699,8392365.0592,3983352.5137,1038887.628,42614.860775,3550392.7697,1236167.8946,558350.95035,252038.80406,64010.75041,906086.69152,1010367.1723,1023076.6274,437258.28166,111548.61408,544013.63975,39005.180297,54413.580248,53411.779888,507841.05364,314248.96089,130199.68491,39508.494551
02/29/2004,5671652.0978,2939270.999,2234635.6844,8410287.4219,3985350.9302,1036871.0695,42659.632884,3555858.0253,1239849.2577,558985.70117,252874.83475,64084.27897,904276.12195,1012783.9452,1022210.9318,437534.02825,112128.82632,544786.18131,39145.053653,54443.957018,53566.915314,508153.07094,314769.14363,130636.21327,39472.294737
03/31/2004,5685517.165,2944021.9115,2240013.1993,8425538.6451,3992989.2261,1037870.8329,42535.135591,3563015.3727,1242684.4616,561403.19641,254108.7103,64305.423979,906671.19841,1013884.0318,1023466.6813,438121.6221,112896.52821,547247.19654,39131.985032,54685.292391,53670.550351,508295.07069,315608.46318,130790.56664,39565.924202
04/30/2004,5686092.1821,2939558.9198,2235427.411,8425425.8096,3991027.3823,1039106.3242,42584.657525,3566128.1847,1240438.0647,562528.67301,253313.4147,63683.84502,907729.66886,1009748.1359,1022081.1151,438601.32279,112138.19296,543422.02139,39324.412025,54908.292017,53514.469355,507786.96925,315617.31837,130743.9667,39370.4461
05/31/2004,5693775.6238,2945145.2481,2244056.698,8444616.724,3998484.0757,1041551.198,42731.894285,3570567.111,1242870.8869,563266.52988,253494.39065,63576.705436,909604.22518,1013139.516,1022401.5069,441640.02233,112434.42297,545495.35004,39531.294179,54942.802895,53627.648828,509671.76446,315847.8973,131134.41471,39731.080303
06/30/2004,5698676.1616,2943474.1342,2241882.7962,8449458.2493,3999770.56,1059847.6701,42895.437289,3574250.9623,1245123.9674,563050.34687,253297.974,62952.911052,907682.51978,1013354.2415,1022437.3729,439848.15083,112587.07571,544328.81603,39407.809433,55032.57053,53859.581673,509777.68651,315753.36561,131398.40276,39889.337106
07/31/2004,5716910.7469,2952572.4974,2243671.8397,8470911.256,4007264.8772,1055220.7591,43411.019929,3586394.7573,1246996.7029,565937.21689,254191.20011,63390.869733,910649.6199,1017355.1488,1024567.7287,440662.76239,112131.121,544855.92098,39702.621922,55112.17939,53978.894175,510132.69995,315297.69754,132002.89984,39795.042462
08/31/2004,5718162.376,2952127.1141,2241417.9444,8467331.0519,4008635.005,1053553.2957,43480.976796,3585646.3914,1248928.8629,566603.11514,254333.42205,62650.58456,910131.82495,1017133.7596,1024861.5296,439894.40592,111949.62651,544931.66706,39554.12698,55196.102165,53985.573738,509095.81682,315319.82964,131648.5866,39842.208986
09/30/2004,5717023.0026,2952999.8823,2245991.3984,8475871.0875,4014855.0643,1052876.381,43320.124263,3585625.6556,1247992.956,564962.02341,255314.83371,63127.533926,909587.16778,1019668.9653,1023743.7492,440011.82548,112013.16456,546287.32197,39727.631819,55544.675573,54060.918169,510291.6246,316056.69413,131769.93626,40227.605802
10/31/2004,5724357.4934,2955882.6498,2250952.6273,8483759.7578,4016703.8887,1058132.7302,43682.423275,3589433.141,1248427.7365,567748.74899,255719.54977,63028.317106,909719.83841,1020731.4013,1025431.4101,439986.28689,112587.94671,546027.81454,39931.03614,55464.529556,53990.664417,513114.22525,317191.79366,132439.50587,40218.824257
11/30/2004,5726789.7349,2953373.9047,2249746.6395,8486236.4768,4021721.7655,1056611.7941,43721.476994,3591282.3451,1247506.4689,568495.51236,256472.29231,63033.116203,908492.40158,1020540.689,1024340.8141,439633.36654,112258.70816,545495.44065,39990.607241,55941.691224,54216.001034,511706.52599,317088.22815,132653.02626,40763.044199
12/31/2004,5732693.8636,2954652.6274,2250777.6651,8491307.3209,4027012.2365,1061545.6989,43829.303946,3594672.5694,1249126.6588,568911.89845,256932.47778,63050.259236,908115.62301,1020508.1888,1026028.8155,440847.47108,112083.20503,546225.64142,39880.401974,55736.160633,54516.165128,511213.91583,317399.84118,132639.15603,40235.706837
01/31/2005,5734246.7708,2943431.1134,2246085.0236,8485777.4673,4025541.955,1049903.5216,44071.950193,3604918.7025,1243972.4913,566605.54878,255710.57879,63039.449518,906686.49826,1019607.7664,1017136.8487,441715.01631,111440.76456,544050.327,39084.476319,55290.659742,53714.090843,512239.74942,316129.59224,132239.79573,40180.551466
02/28/2005,5734291.4807,2947070.7951,2246477.1813,8488983.6769,4030214.0589,1050279.5093,44723.52284,3604337.8339,1243530.676,567726.81292,255908.55249,62787.605453,907305.86067,1021258.8334,1018506.101,441281.62397,111008.61737,543966.77793,39350.571499,55027.770916,54051.881551,512931.70147,316853.30952,131988.14036,40016.786764
03/31/2005,5729463.8465,2940567.2154,2242104.6353,8478060.2808,4023456.7551,1048967.9219,43639.017387,3604911.7771,1241950.482,564242.66134,255461.78559,62897.140458,906290.36612,1019037.9787,1015238.8705,439280.77948,111444.17733,542415.33518,39383.333775,55178.690818,54068.820365,513105.55292,315706.02988,131779.29487,39742.620696
04/30/2005,5768905.3324,2960197.3194,2256027.6806,8530974.9847,4046616.8309,1052753.2676,43247.794282,3626904.519,1251608.5514,568529.11346,258755.89294,63107.255616,909771.07891,1030367.0075,1020059.233,443199.41887,112133.52825,545777.57805,39316.667483,55201.353224,54133.156804,515884.75306,317787.98665,132148.68361,40444.554625
05/31/2005,5755651.1298,2956801.7827,2248502.0326,8510595.2559,4041267.9875,1050636.4607,43195.292404,3620996.4479,1246105.5838,568016.24765,257379.54678,63153.30362,908307.07618,1028977.8195,1019516.887,440746.77473,111638.21046,543721.35648,39256.165061,55138.147552,54078.612114,513991.3933,317685.82409,132002.02022,40243.528646
06/30/2005,5761637.3195,2960282.9981,2248654.073,8520041.0693,4046596.2678,1048472.1426,43744.718129,3626963.3663,1247247.4453,566780.06456,257338.80728,63307.636022,908258.94061,1032201.922,1019822.1355,441223.0394,111836.26674,543494.21693,39317.416493,55217.446647,54171.608071,513411.16376,318109.9946,131476.10838,40396.81197
07/31/2005,5769560.3196,2962231.3678,2249845.4478,8530314.1699,4050388.4488,1047074.8294,44850.001672,3633395.9705,1248699.8727,566552.59938,257864.19834,63047.67871,908905.93874,1033190.6678,1020134.7613,442571.80949,111730.32578,542215.64819,39512.05826,55098.893782,54048.195173,513560.26994,318868.60537,132020.53855,40219.10322
08/31/2005,5782233.8538,2963199.3352,2252054.6107,8543045.5836,4050800.4259,1049077.851,44497.659219,3643403.8773,1249462.6475,568645.65591,257791.70144,62929.971704,908693.36097,1034539.1373,1019966.837,442643.37563,112165.43646,543386.83891,39484.188046,55201.235847,54178.870503,513414.82165,318349.19633,132384.4863,40846.16104
09/30/2005,5793888.875,2965963.8271,2253814.7795,8557843.0787,4053016.138,1050669.2746,44484.423074,3655419.5406,1249582.991,568554.71364,257409.01053,62922.619203,909519.58063,1036869.5019,1019574.7446,442746.41665,112383.94016,546467.10527,39523.587127,55244.279047,54057.878206,512337.89283,318234.52467,131630.75219,41188.403355
10/31/2005,5767129.6598,2958030.7571,2249963.2539,8525233.6284,4048438.2586,1051509.0514,44363.701119,3639615.9446,1243087.3968,564916.8103,257121.09299,62388.415062,907284.16164,1034804.9639,1015941.6315,441669.83582,112307.16834,544574.31616,39880.892446,55409.087588,54195.839569,512704.78303,317237.04568,130863.43805,41120.847247
11/30/2005,5786355.857,2962495.0222,2251000.4525,8543727.5366,4054178.9545,1057909.6892,44506.128705,3652734.5324,1247137.4067,566459.80555,257250.53174,62773.58054,908318.12464,1036541.8209,1017635.0766,441726.40699,112464.78907,544198.80387,40139.336063,55325.431915,54146.326053,513502.09789,317456.46581,130821.72906,41219.065834
12/31/2005,5799824.5996,2961853.2003,2250642.9955,8556253.3788,4055921.0469,1055879.7452,44213.946135,3662430.6591,1250825.5938,567295.27383,256844.92997,62428.142863,906341.85093,1036634.7049,1018876.6445,441627.06486,112233.33867,543153.49542,39186.390264,55469.38255,54310.463083,514642.2193,317665.06535,130911.69329,41443.882735
01/31/2006,5797526.4325,2973699.7854,2250919.0777,8558014.9319,4066634.6307,1053619.5842,44312.975889,3662515.3562,1245689.7535,568606.17969,258019.78529,62695.357738,910058.98701,1040877.3481,1022763.4502,441474.89458,112871.59938,543478.20523,40287.191823,55732.869507,54635.036007,512176.18378,317922.68697,130743.98136,41596.429082
02/28/2006,5798887.8242,2977505.7506,2252510.3381,8563941.916,4072584.1278,1054626.9351,44660.452561,3665819.432,1244543.2555,568018.78673,257444.4903,63061.859744,909873.17909,1042991.7834,1024640.7882,442360.04247,112917.20778,543851.56796,40276.140116,55953.97268,54669.209408,511702.42597,317922.14677,130806.93262,42050.692305
03/31/2006,5812864.1332,2981314.8276,2253060.7796,8575924.8635,4077831.8488,1054753.8187,45200.772959,3677196.3044,1245972.5733,568216.32181,258369.74891,63109.184689,910957.43815,1045077.1039,1025280.2855,443246.69907,112441.00404,544152.23472,40346.076985,56019.48065,54691.090318,512113.09222,317357.98657,130793.21724,41899.897744
04/30/2006,5821052.7575,2974689.8219,2256612.0776,8585799.6149,4074067.1489,1048760.0806,45595.081893,3683577.2997,1247324.1016,568186.40146,258588.6643,63376.290406,906787.33883,1042313.8733,1025588.6097,444178.0059,112961.27585,545341.0194,40432.746049,55934.184703,54967.11065,511761.29934,317632.36225,131240.7769,42163.296553
05/31/2006,5831451.135,2974943.1851,2250773.4848,8593132.6418,4071874.2328,1045994.0828,45400.08615,3691728.0101,1249656.1418,568562.06687,258376.14561,63128.770576,907956.80331,1042353.497,1024632.8848,442407.72678,112689.43207,544711.28044,39993.600165,55691.279365,55015.773606,509978.2113,317524.95918,130931.52165,41829.700217
06/30/2006,5841369.1253,2977033.4393,2252275.3052,8607041.83,4073369.3182,1043503.0432,45800.456544,3698122.3885,1251498.9379,570229.1329,258176.88533,63341.78072,908105.12275,1043971.9306,1024956.3859,442441.79412,112720.01074,544554.41938,39903.678557,55863.593613,54732.949389,510683.34538,317690.92817,131631.52561,42053.060247
07/31/2006,5837519.0565,2975700.9768,2247492.6094,8596744.1462,4074309.4046,1043394.9334,45503.502592,3695288.2404,1251045.1469,569255.46611,258299.69343,63630.509663,907757.1636,1041334.9609,1026608.8524,441731.56297,111801.31816,543058.38299,39698.532612,55726.089709,54690.338598,509502.26628,317246.39432,131864.32903,42173.394749
08/31/2006,5841937.2536,2977943.77,2249235.8107,8602662.5301,4077962.7979,1041927.7149,45432.725405,3698980.9495,1251179.5,569912.13744,258262.13748,63602.52915,909398.65375,1043169.4213,1025375.6949,441666.29718,112753.08732,543939.05829,39781.3853,55530.162065,54798.899549,509681.75149,317074.0811,131684.22703,42326.861329
09/30/2006,5862006.5281,2974698.9427,2248409.2218,8623386.8067,4071996.0836,1037785.8867,45890.541096,3714990.7123,1252945.3323,571904.3686,258670.78277,63495.332103,909637.81148,1040313.2453,1024747.886,442125.95658,112518.95063,542325.30723,39679.167788,55403.269106,54703.998291,511202.75877,316949.01084,131365.72508,42135.077478
10/31/2006,5867797.6234,2974008.6272,2245874.6167,8623736.3987,4075099.0512,1037734.7305,45805.941851,3716640.3062,1256366.2724,572383.7234,258802.99679,63604.324613,909501.72021,1041256.3787,1023250.5283,443090.44956,112958.25778,537375.82818,39957.651655,55651.666121,54678.459997,511190.61632,317117.13536,131539.02702,42315.524747
11/30/2006,5885658.2148,2977358.5897,2252894.0276,8648123.8355,4078141.886,1043348.3263,45944.852165,3729942.5204,1260684.8016,573488.09855,257958.22181,63584.572531,909367.33813,1043776.0937,1024215.1579,443591.4599,113341.38587,542803.05792,39918.518365,55979.50176,54715.942191,511516.18207,317113.34871,131551.28132,42363.349521
12/31/2006,5901672.6004,2982156.1933,2258102.1394,8668487.6454,4084394.337,1029342.5049,46113.112591,3741059.4074,1262920.6324,575522.78762,258579.13895,63590.634103,910927.02473,1045727.1135,1025502.0551,445218.43113,113630.56476,544342.45323,40088.327064,55964.479533,54848.015235,512001.01089,317820.8354,131844.94129,42343.080844
01/31/2007,5921585.2495,2983691.4066,2261465.3281,8685668.8265,4078920.9184,1035252.3932,45524.884499,3749425.6286,1270053.1001,578792.96103,259923.53436,63390.02549,912309.15991,1045858.7861,1025523.4606,444315.10047,114272.12894,544133.53713,40401.03832,55860.197389,54797.742183,513248.1008,319479.86491,132313.5542,42644.063799
02/28/2007,5925236.8193,2979523.5243,2257539.833,8687445.9804,4071494.4481,1032358.3782,45434.429432,3757613.83,1267983.644,577537.26233,258958.6843,63143.398691,911195.31633,1044158.0564,1024170.1516,443441.99832,113457.58977,544444.06107,40505.60302,55850.314545,54823.834748,512797.22049,317666.68595,131914.50827,42638.016779
03/31/2007,5929347.473,2979964.4859,2260119.2179,8695381.9138,4075164.4145,1032058.893,45413.235571,3762820.6478,1267167.3934,577720.49352,258606.76022,63032.178024,911371.05553,1044814.2485,1023779.1819,443699.01395,113792.6439,545443.8021,40504.127337,55944.491554,54799.955409,512579.26602,318424.47692,132319.65614,42611.784567
04/30/2007,5927775.0295,2980469.8671,2248445.4975,8675679.8235,4076645.4789,1032105.1569,45495.875241,3760124.0976,1269087.7828,577061.85575,258534.38418,62966.909103,910016.29069,1044975.5235,1025478.053,441797.87628,113199.73848,541389.90902,40431.976678,55844.852369,54695.838352,510095.89897,317395.80437,131439.12494,42154.478065
05/31/2007,5938539.3748,2987056.3068,2260586.6375,8706169.6679,4083742.4352,1033037.2382,46597.683498,3767575.7269,1268999.7095,579926.80626,259111.95597,62925.176156,911778.29471,1047361.9406,1027916.0714,443699.89953,113781.17531,544717.75985,40715.669981,56013.066742,54843.458999,512934.79477,319412.87898,132070.70158,42397.23172
06/30/2007,5951436.9353,2992096.5667,2264815.3875,8728169.6468,4085369.7195,1034459.4195,47059.495468,3777793.6873,1269704.9262,581731.10751,259426.74296,62780.47133,913719.71602,1048444.8336,1029932.017,445148.96895,114050.12766,544554.19293,40886.887366,56045.818458,54853.140006,513509.6568,321009.77292,131999.87472,42756.947695
07/31/2007,5948965.2733,2995263.521,2261450.3873,8720185.9967,4084840.286,1044170.8723,45801.484674,3778571.0343,1267091.2115,581445.44724,259552.97304,62304.607165,916014.51732,1050258.8225,1028990.1811,443763.04186,114329.54375,544033.4603,40671.029849,56142.477035,54957.55269,512747.15717,320331.05672,131787.41081,42687.657089
08/31/2007,5948944.4659,2991861.6436,2261501.3765,8721391.1472,4086864.1949,1032552.7018,45609.69711,3779567.5857,1267049.4821,580820.28065,258774.02353,62733.093873,914094.29652,1048682.2067,1029085.1404,444434.4725,113931.9568,544410.16203,40349.433094,56178.389338,55015.806032,512149.88945,320500.56767,132006.43557,42524.263992
09/30/2007,5955927.7292,2984398.9094,2262184.6335,8728778.2723,4071361.29,1031933.6426,45952.137979,3784707.6211,1269205.5499,580049.73726,259118.67341,62846.147533,913220.08421,1043980.2557,1027198.5695,445310.54128,114156.41139,544825.59802,40929.586685,55921.908291,55287.279634,512041.17758,320137.45612,131100.74368,42473.930831
10/31/2007,5973831.2876,2991689.3346,2265558.0859,8748145.778,4087444.1489,1025973.8025,45776.953559,3800264.1962,1269005.5626,581910.52915,259636.60597,63014.393675,913079.4233,1049896.0497,1028713.8616,445996.98249,114214.55311,545550.39165,40723.081684,56624.54449,55521.86494,512184.89025,319857.78682,132174.28592,42709.704577
11/30/2007,5985882.8159,2992993.2334,2268906.8643,8763577.5022,4087130.935,1025551.4761,45569.719617,3808615.2576,1271473.065,582870.85394,259864.06482,63059.574628,914313.6399,1049153.8809,1029525.7126,446511.27811,114115.95611,546775.74608,40890.483754,57067.081634,55562.853107,512242.17395,320478.97049,132267.35415,42994.966941
12/31/2007,5991649.6862,2995231.085,2270747.5335,8768845.9949,4088020.8753,1020839.6516,45584.659118,3810822.7593,1274815.1918,583257.52144,259811.61363,62942.600136,916202.69001,1048298.7663,1030729.6287,447586.36428,113706.89621,547179.05303,41097.26459,57108.141331,55630.707955,512784.73304,320548.01683,132044.41623,43061.940047
